ACCT_CURR_AMOUNT,ORIG_CURR_CD,TRANSACTION_TYPE_DESC,TRANSACTION_TYPE_CATEGORY,ACCOUNT_KEY,ORIGINATOR_NAME,EXECUTION_LOCAL_DATE_TIME,FOREIGN_COUNTRY_CD
250500,USD,Card repayment by local currency cash,TRANSACTIONS,EUR_65774049143899927616_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_65019885908010185666_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,CAD_89144936420835278215_T2,Name,27-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_00259804413431942171_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_56634135185920843546_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_64066075891662993234_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,ZAR_20846601667521003929_T2,EMILY JOHN,27-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_97539979008966098030_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_30223482659964680104_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_37988961500234698254_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,EU
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_59162293015861647296_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_77099937993131429424_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,US
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_00259804413431942171_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_24465402366500770610_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_16800217136837494310_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_53278539242540413089_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_21738917381743458894_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_71991288383965045913_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_28715034936256741542_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_82377571252983111915_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_21788580112852145442_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_02865494620494901692_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,US
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_94429127823141367129_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_09958782888598728350_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_93209381408196462485_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_49311108758913003994_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_96933160925332002384_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_16505521297244398506_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_40633152720340346831_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_79092764277846445783_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_96590931567216858174_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_68222845930411720944_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_16942388040123844935_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_33482520314869432376_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_62942328805712437569_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
5000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_91682833594959844193_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
500000,CHF,Loan initial funding by foreign currency personal check,TRANSACTIONS,GBP_84854865004213024793_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,MX
50330,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_04104712255220946722_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,US
250500,EUR,Card repayment by local currency cash,TRANSACTIONS,GBP_34514512411931209008_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_91682833594959844193_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_30022568763588470823_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
10000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_12479013430864472959_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CA
12280,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_14270150767571581432_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_33782155654502003492_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_75871869707965493446_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CH
2500,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_22363726856767529849_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
1150,CHF,Travelers check deposits,TRANSACTIONS,GBP_41456818755471763267_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,MX
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_44575770569567960749_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
250500,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_43676383501223080155_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_27140272134824240497_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
100,EUR,Local currency monetary instrument deposits,TRANSACTIONS,GBP_01420767551681070426_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
9910,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_93769769308031936541_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
9900,MXN,Local currency monetary instrument deposits,TRANSACTIONS,GBP_04104712255220946722_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.26.00.000000000 PM,CH
585854.92,USD,Travelers check purchase,TRANSACTIONS,GBP_21140776692312631474_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_36451859941468850566_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,MX
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_33782155654502003492_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_65231566543386289837_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
100000,CHF,Contract Surrender,TRANSACTIONS,USD_45417152327853737935_T2,EMILY JOHN,28-DEC-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_76481078852929459041_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_80806593939415117764_T2,PEARSON COR COAST LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_77598382721949856917_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_20778067471582680750_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,AUD_20657636104526984665_T2,Name,28-DEC-12 12.00.00.000000000 AM,MX
250500,USD,Foreign currency cash deposit,TRANSACTIONS,USD_65427512437835952681_T2,EMILY JOHN,28-DEC-12 12.00.00.000000000 AM,US
250500,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_08244728101936515370_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_40477568756957353842_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_73777753994515414162_T2,DENEEN SOUTH TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_66666443642169234714_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_45962283305343297514_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
10000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_21273181345114089192_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
8800,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_50784778766858085268_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_30073261491601519304_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_54314698663580330202_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_25885823882844135274_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,US
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_71946132075839865717_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_84818133523282705963_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CA
250500,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_97156385630147699002_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,EUR_10382143887492581388_T2,Name,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_59010710807910030417_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_28014595865198038143_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,JPY_89196903186177071682_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,MX
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_64107917606305547346_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_36245021549998792549_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_51037320003896340272_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_89209360191284438874_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_23082368543656697234_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_43419026066231489231_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_78804020697258430733_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_86221029315868527426_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,MX
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_56634135185920843546_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_39702197760540507852_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_26723469660719924916_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_24352427382800026380_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_73777753994515414162_T2,DENEEN SOUTH TRUST,28-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_56134061398751874826_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_45443190151035276732_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_56128692605154562671_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_83100806991341010019_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_66425434075832353288_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_30100760199065158164_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_86654164192720262256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_23082368543656697234_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_15240421861238652754_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_75490649284671116189_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_25885823882844135274_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_26372846655462417430_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_82084923821689253642_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,MX
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_87337824506743890539_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,US
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_23944088451451642816_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_42359374731199169818_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_82948513698289266381_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_00264875302926768955_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_13128682484371112921_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,USD_45151861214297215224_T2,EMILY JOHN,28-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_56128692605154562671_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_32772735995966976456_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,US
50000,USD,Local currency cash withdrawals,TRANSACTIONS,CAD_87564090339406264850_T2,Name,28-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,SEK_60706129010123485513_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CA
10000,CAD,Card foreign currency ATM withdrawals,TRANSACTIONS,CAD_79011363638814921098_T2,Name,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_54851799516912889838_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_36980400712692318919_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_89733721662813182150_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_58459498973410939031_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_24465402366500770610_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_44228155027328617847_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_76465524875971069361_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,US
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_56568125553551125632_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_63996393458322160708_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
2500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_66288863109013554479_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_00259804413431942171_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_45960872700767923831_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,EUR_20598461633407798800_T2,Name,28-DEC-12 12.00.00.000000000 AM,EU
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_93994032833039279238_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,MX
2000,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_72343628980426368459_T2,ALBERTS GADGET INVESTMENT LLC,28-DEC-12 10.00.00.000000000 AM,US
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_21273181345114089192_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_64066075891662993234_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
10160,MXN,Local currency personal check deposits,TRANSACTIONS,GBP_34526937983721996262_T2,KITTY USER LIMITED,28-DEC-12 07.12.45.000000000 AM,CH
9850,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_86111227769646799887_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.26.18.000000000 PM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_92999399231518872535_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
10000,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_13197945453607984297_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,EU
10000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_67279065502117393965_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_16239453944491877758_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_92999399231518872535_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
10000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_36451859941468850566_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
10000,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_50913290793136286034_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_13936690650172575760_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CA
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_37912197760269793508_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Card repayment by local currency cash,TRANSACTIONS,CAD_87564090339406264850_T2,Name,28-DEC-12 12.00.00.000000000 AM,CH
10000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_59197916261469530101_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_19108694602963783328_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_44385585298877537859_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_97006347174604556418_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,US
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_98475173719487103311_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
